date,time,username,tweet,preprocessing,Nama Universitas,label,geo
2024-01-17,02:28:57,rendyajah22,@BaseAnakFK Daftar beasiswa kemenkes nder kamu gak dapat KIPK kah?,baseanakfk daftar beasiswa kemenkes nder kipk kah,,Negative,"<NA>,<NA>"
2024-01-16,18:37:37,saturnrs3,walaupun pada bilang banyak beasiswa ada kipk ada ini ada itu tapi ga sesederhana kuliah bisa gratis banyak yg di pertimbangin,bilang beasiswa ada kipk ada ada sederhana kuliah gratis pe imbangin,,Negative,"<NA>,<NA>"
2024-01-16,06:43:35,lilmkliel,@tanyakanrl Bukannya gabisa dapet beasiswa lain ya nanti bisa dibatalin kipk nya?,tanyakanrl beasiswa ya batal kipk nya,,Negative,"<NA>,<NA>"
2024-01-16,05:44:08,ayyxv,@tanyakanrl masalahnya bukan salah tapi emg boleh ya anak kipk nerima beasiswa lain. bukannya ada surat perjanjiannya. kalo diem2 juga mana bisa kan buat ngajuin beasiswa butuh ttd kaprodi.,tanyakanrl salah ya anak kipk terima beasiswa ada surat janji diam diam aju beasiswa butuh tanda kaprodi,Universita Teuku Umar,Negative,"4.14449791067428,96.2034255956254"
2024-01-16,05:42:44,rendeline_,@tanyakanrl boleh ngga kalo aku bilang yg punya KIPK kalo masih pengen beasiswa lain itu kubilang maruk? Kenapa ngga ngasih kesempatan ke orang yang lainnya yang sama sekali dia ngga dibantu pemerintah sementara mereka juga kesusahan(?),tanyakanrl bilang kipk beasiswa bilang maruk sempat orang bantu perintah susah,,Negative,"<NA>,<NA>"
2024-01-16,05:32:44,tanyakanrl,Tanyarl plis Jan salty. Emang salah ya kalau anak kipk nyari beasiswa lain? Soalnya aku pen cari beasiswa yg mungkin bisa dipake sama anak kipk karena jujur biaya hidup dri kipk itu kurang untuk anak rantau. Belum biaya kos makan dan kebutuhan lainnya,tanyarl tolong salty salah ya anak kipk cari beasiswa cari beasiswa pakai anak kipk jujur biaya hidup kipk anak rantau biaya kos makan butuh,Universita Teuku Umar,Negative,"4.14449791067428,96.2034255956254"
2024-01-16,04:56:04,unnesmenfess,-ness kalo ga punya kipk sama ga ada sertif prestasi kemungkinan gakya buat lolos beasiswa BI? :' https://t.co/kNxqxJDQ3n,ness kipk ada if prestasi gakya lolos beasiswa bi,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-16,03:09:56,bayuprtama28292,@itera_menfess Temen ku anak kip karena memang bner2 orang nggk mampu kuliah cuma bner2 ngandelin uang kipk bayar kost transportasi peralatan kuliah. Sampai kadang makan sehari cuma sekali. Karena memang orang tua nya nggk mampu. Terus ada suatu momen dia dapat beasiswa lain tapi disuruh,itera menfess teman ku anak kip orang kuliah ngandelin uang kipk bayar indekos transpo asi alat kuliah kadang makan hari orang tua nya ada momen beasiswa suruh,,Negative,"<NA>,<NA>"
2024-01-15,13:18:00,leleairpayau,@itbfess biasanya nyari beasiswa lain buat di tahun kedua fast tracknya. Karena di tahun pertama fast track itu barengan dengan sem 7-8 yang uktnya udah dicover sama kipk.,itbfess cari beasiswa fast tracknya pe fast track sama sem 7 8 uktnya dicover kipk,Institut Teknologi Bandung,Positive,"-6.89044875,107.610313557946"
2024-01-15,11:57:00,convomf, Info beasiswa buat calon maba dong guysss kecuali kipk,info beasiswa calon mahasiswa guysss kecuali kipk,,Neutral,"<NA>,<NA>"
2024-01-15,11:52:15,choocoice_,@collegemenfess tapi byk juga kyk kasus sender dan temen saya :) semoga diberi yg lebih daripada beasiswa kipk ya nder (sekedar saran biasanya ada beasiswa dari pemda nder dan di daerahku nominalnya lumayan. coba cek beasiswa di pemda sender ),collegemenfess sender teman moga beasiswa kipk ya nder saran ada beasiswa perintah daerah nder daerah nominal lumayan coba cek beasiswa perintah daerah sender,,Negative,"<NA>,<NA>"
2024-01-15,07:09:12,belumtentusehat,ngurus anak kipk MANTAP BANGET. ini penetapannya lama sih tapi gratis ukt satu semester ya ok ok aja lah gw... sebelum penetapan anak anak surabaya gt disarankan ikut beasiswa dishub jadi setelah keluar hasilnya kalo keterima alhamdulilah kalo ndak ya tetep terdaftar kipk,urus anak kipk mantap tetap sih gratis ukt semester ya oke oke tetap anak anak surabaya saran beasiswa dishub hasil terima alhamdulillah ya daftar kipk,Universitas Brawijaya,Positive,"-7.95201789999999,112.613881409846"
2024-01-14,16:46:10,noehyuck,tapi karna tahun ini usia gue 19 gue ngejar kuliah juga tapi pake kipk atau beasiswa atau apalah yang penting gue g bayar full biaya perkuliahan. gue gmau mulai kuliah di usia 20 gue mau ngerasain kuliah diumur belasan kyk orang²,usia 19 kejar kuliah pakai kipk beasiswa apa bayar full biaya kuliah kuliah usia 20 rasa kuliah umur bas orang,,Negative,"<NA>,<NA>"
2024-01-14,13:26:04,lovinstudying,Kenapa beasiswa dari instagram tuh syarat nya kadang di luar nalar?? Masa beasiswa nya harus punya kipk kan aneh,beasiswa instagram syarat nya kadang nalar beasiswa nya kipk aneh,,Negative,"<NA>,<NA>"
2024-01-14,12:16:44,SIMP4NIKIZEF,gue masuk eligible 5 tapi aku undurin diri ya karena beneran ga ada bekel kuliah ya walau katanya ada beasiswa or kipk tetep aja kalo lolos seblumnya aku bayar pake apa dan ya disini juga kampus mayan jauh sih jadi ga cuma uang untuk kuliah aja uang ngekosnya,masuk eligible 5 undurin ya benar ada bekal kuliah ya ada beasiswa orang kipk lolos seblumnya bayar pakai ya kampus lumayan sih uang kuliah uang ngekosnya,,Positive,"<NA>,<NA>"
2024-01-14,11:29:58,itszikh,Pendidikan gratis dengan kualitas yang biasa aja. Sumbangan yg tidak dibagikan scr adil (bbrp yg dpt beasiswa KIPK malah buat muasin hasrat hedon nya) dan faktanya masih banyak hal lainnya yg krg dari negara kita.,didik gratis kualitas sumbang bagi adil beasiswa kipk muazin hasrat boros nya fakta negara,,Positive,"<NA>,<NA>"
2024-01-14,01:38:00,olippyeah,@sbmptnfess Apa si? Peluang masuknya mah sama aja lolos kipk sampe finalnya yang terbatas tergantung kuota kampus. Daftar dari awal dan ikutin alurnya. Saran gw daftar kip di top 10 karena yg daftar kip ga begitu banyak beasiswa lain juga banyakkk,sbmptnfess sih peluang masuk lolos kipk final batas gantung kuota kampus daftar ikut alur saran daftar kip top 10 daftar kip beasiswa banyakkk,Universitas Negeri Gorontalo,Positive,"0.5546668,123.062666148111"
2024-01-13,14:38:52,curhatananak05l,Tapi tetep aja sih gak menjamin nanti pas kuliah uangnya dari mana emang sih ada kipk atau harus nyari beasiswa? Tapi tetep aja gak langsung dapet kan harus keterima di univ nya dulu beberapa bulan baru cair,sih jamin pas kuliah uang sih ada kipk cari beasiswa langsung terima universitas nya cair,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-01-13,11:38:21,ayashaleone,@unnesmenfess hadeh masi aja ada opini begini logika nya aja kalo misal penerima beasiswa KIPK bisa beli iPhone dll yang termasuknya barang tersier harusnya kebutuhan primer ama sekundernya jangan di carry dari uang KIPK,unnesmenfess aduh ada opini logika nya terima beasiswa kipk beli iphone masuk barang tersier butuh primer sekunder carry uang kipk,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-13,13:43:53,tugassxx,@unnesmenfess Beasiswa sama bantuan beda ya kak dan kipk itu kan sudah jelas jelas bantuan kuliah buat orang dari keluarga miskin .,unnesmenfess beasiswa bantu beda ya kak kipk bantu kuliah orang keluarga miskin,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-13,14:06:13,SweetgirlsOsh,dpt beasiswa kipk juga punya beban menjaga nilai akademik tetap stabil dan aktif juga di organisasi dan ukm. Memang dari segi ekonomi terbantu di luar itu ada konsekuensi nya juga,beasiswa kipk beban jaga nilai akademik stabil aktif organisasi usaha tengah segi ekonomi bantu ada konsekuensi nya,,Negative,"<NA>,<NA>"
2024-01-13,04:05:08,bilatukangtidur,Dengan UKT yg menurutku tinggi kalau aku gak dapat beasiswa aku gatau gmn bayarnya. Aku bersyukur bgt dari pemberkasan sampai dinyatakan lolos beasiswa semuanya dilancarkan. Aku jg seneng bgt di kampus impianku ini untuk beasiswa KIPK menyediakan kuota yg byk thanks unpad https://t.co/aVGxvTan1G,ukt turut beasiswa bayar syukur berkas nyata lolos beasiswa lancar senang kampus impi beasiswa kipk sedia kuota terima kasih universitas negeri padjadjaran,Universitas Padjajaran,Positive,"-6.893198,107.617133933098"
2024-01-13,02:31:21,affacount_rant,@unnesmenfess Lah tolol KALO UDAH GA MISKIN ngapain masih pake kipk?! Nder otak lo terlalu bolot kah? KIPK tuh bukan beasiswa prestasi KIPK tuh bantuan dari pemerintah supaya rakyat indo yang KURANG MAMPU supaya ttp bs merasakan pendidikan. Kl sdh MAMPU ya ngapain msh nerima KIPK?!,unnesmenfess tolol miskin pakai kipk nder otak bolot kah kipk beasiswa prestasi kipk bantu perintah rakyat indonesia rasa didik ya terima kipk,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-13,02:08:17,lifewithabella,@sbmptnfess Salah satu keuntungan di IPB beasiswa tuh buaanyaaak banget bahkan kalian yg awalnya ga dapet kip pelajar di sekolah bisa DITARIK sama ipb buag dapet kipk!!! Terus di ipb sistem info beasiswanya rapi banget ada web yg kalian tuh bisa langsung klik buat apply,sbmptnfess salah untung ipb beasiswa buaanyaaak kip ajar sekolah tarik ipb buag kipk ipb sistem info beasiswa rapi ada web langsung klik apply,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-01-13,01:33:25,collegemenfess,[cm] aku angkatan 2020 selama kuliah bergantung banget sama KIPK itu jg kadang ngga ngecover semua (kalo lg banyak keperluan kuliah terpaksa harus minta ke ortu). nah niatnya aku mau daftar LPDP (1-2thn setelah lulus dan mau kerja dulu). apa beasiswa LPDP bakalan (cont..),angkat 2020 kuliah gantung kipk kadang ngecover perlu kuliah paksa o niat daftar lpdp 1 lulus kerja beasiswa lpdp cont,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-01-12,14:04:18,vanderharr_,@unnesmenfess Opini jelek beasiswa/kipk pada dasarnya kan buat orang ga mampu klo orang mampu ngambil beasiswa apalagi kipk terus hedon berarti emang otak sama mentalnya miskin alias udh ga ketolong. Udah tau punya privilege malah ngambil hak orang lain hadehh,unnesmenfess opini jelek beasiswa kipk dasar orang orang ambil beasiswa kipk boros bera i otak mental miskin alias tolong privilege ambil hak orang aduh,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-12,13:48:14,frsnnnn,@susupisangenakk @unnesmenfess yang dimaksud tu misalkan emang ekonominya masi mampu dan berprestasi jangan ambil kipnya ka bisa ambil beasiswa lainnya jadi tu bukan pura pura ga mampu. salahnya beasiswa kipk ga tepat sasaran itu karena banyak yang pura pura ka. cmiiw,susupisangenakk unnesmenfess ekonomi prestasi ambil kipnya kakak ambil beasiswa pura pura salah beasiswa kipk sasar pura pura kakak correct me if i am wrong,Universitas Sumatera Utara,Negative,"3.56132175,98.6568033374916"
2024-01-12,12:19:09,bbluwbrryez,@sbmptnfess 1 nder kl emang ga mampu bisa Rp0. UGM banyak bgt beasiswa kuota KIPK juga banyak banget tahun ini 1600an (uang saku+ukt),sbmptnfess 1 nder rp0 ugm beasiswa kuota kipk 1600an uang saku ukt,Universitas Gadjah Mada,Negative,"-7.7762384,110.3760088"
2024-01-12,12:10:36,Mingbyukim,@sbmptnfess IPB mahal tapi ramah KIPK beasiswa bisa aju banding nyicil. Jadi w pilih IPB,sbmptnfess ipb mahal ramah kipk beasiswa aju banding cicil pilih ipb,,Negative,"<NA>,<NA>"
2024-01-12,11:24:55,onlyveinss_,@unnesmenfess udahlah ributin beasiswa KIPK mulu dari kemaren sebagai orang yang dulu selalu dongkol sama anak KIPK hedonis aku cuma bisa doain semoga mereka sukses biar anak2mereka bisa kuliah tanpa dibiayai APBN lagi. dan buat yang masih ga terima sama mereka kalian bisa lapor ke,unnesmenfess ribut beasiswa kipk kemarin orang dongkol anak kipk hedonis doa moga sukses biar anak2mereka kuliah biaya anggar dapat belanja negara terima lapor,Universitas Negeri Semarang ,Positive,"-7.05007314999999,110.398577362955"
2024-01-12,11:08:52,shrimpyslmn,@unnesmenfess bedain dong beasiswa sm kipk kocak wkwkk point masalahnya tu selagi lo mampu beli ini itu usahain jangan nyebat hak org yg lebi butuh banyak yg lebih miskin yang ga dapet kipk sedangkan girilan org yg dapet gayanya hedon pls deh emg tega ya,unnesmenfess beda beasiswa kipk kocak wkwk point selagi beli usahain nyebat hak orang butuh miskin kipk girilan orang gaya boros tolong deh tega ya,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-12,10:26:41,akuesber,@unnesmenfess Emang kipk beasiswa ya bukan bantuan bagi yang kurang mampu? Ya bener sih lebih baik kita berusaha untuk meringankan beban ortu cuman ga membenarkan oknum yang menyalahgunakan kipk padahal punya mobil. Kalo dibenarkan ya makin banyak nanti yang ikut ikutan,unnesmenfess kipk beasiswa ya bantu ya sih usaha ringan beban o benar oknum menyalahgunakan kipk mobil benar ya ikut,Universitas Negeri Semarang ,Positive,"-7.05007314999999,110.398577362955"
2024-01-12,10:03:31,eskupsyujiem,@zioxiiii Tergantung penghasilan ortu dan aspek lainnya karena di ugm mulai tahun 2023 tuh ada 5 golongan UKT salah satunya golongan ukt 0 rupiah. Kalau misal mau daftar KIPK juga kuota ugm lumayan banyak kok jadi coba aja gunain kesempatan buat cari beasiswa selama kuliah di situ.,zioxiiii gantung hasil o aspek ugm 2023 ada 5 golong ukt salah satu golong ukt 0 rupiah daftar kipk kuota ugm lumayan coba sempat cari beasiswa kuliah situ,Universitas Gadjah Mada,Positive,"-7.7762384,110.3760088"
2024-01-12,09:26:31,cxkxchxx,Sering bgt gk sih ada kasus gini. Kudu di highlight kalo kipk tuh beasiswa buat anak yg kurang mampu scr ekonomi. Tpi ya bener sih ada anak org kaya dpt kipk mrk juga kurang mampu (berpikir). Sorry kasar tpi ada byk anak yg lebih berhak tpi posisi itu,sih ada highlight kipk beasiswa anak ekonomi ya sih ada anak orang kipk pikir maaf kasar ada anak hak posisi,,Negative,"<NA>,<NA>"
2024-01-12,08:48:33,seanse121,@unnesmenfess ki sender e sopo jane aku seng rk kuliah ae paham kok dirimu ndlogok men jls2 kipk dan beasiswa prestasi itu beda yo ojo di padake a,unnesmenfess ki sender e jane seng rk kuliah paham diri ndlogok men kipk beasiswa prestasi beda iya ojek online padake a,Universitas Padjajaran,Negative,"-6.893198,107.617133933098"
2024-01-12,06:13:13,chewvng,@unnesmenfess Beasiswa djarum kan bukan khusus penerima kipk itu beasiswa prestasi beda lah mau miskin sampe orkay bisa daftar yang biasa dibahas itu kan beasiswa yang khusus penerima kipk.,unnesmenfess beasiswa djarum khusus terima kipk beasiswa prestasi beda miskin orkay daftar bahas beasiswa khusus terima kipk,Universitas Sumatera Utara,Negative,"3.56132175,98.6568033374916"
2024-01-12,05:22:50,pearlonymous,@kupuuu Iya ci asal ga salah bedain mana kipk mana beasiswa,kupuuu iya ci salah beda kipk beasiswa,,Negative,"<NA>,<NA>"
2024-01-11,22:43:55,dm_syakileather,@unnesmenfess Udah sering ikut lomba kan ya nder? Tapi belajar lagi ya nder bedanya KIPK sama beasiswa yg kamu sebutin. Kocak kau nder :v,unnesmenfess lomba ya nder ajar ya nder beda kipk beasiswa sebut kocak nder v,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,22:28:19,devnsari,@unnesmenfess nder km ngotot gt tu sadar ngga sih? KIPK itu bantuan dr pemerintah bagi orang yg dianggap tidak mampu berdasarkan syarat2 yg ditentukan. salah satunya adl surat keterangan tdk mampu dr kelurahan. sedangkan beasiswa BI Djarum bahkan Freeport itu beasiswa utk mhs berprestasi -_-,unnesmenfess nder otot sadar sih kipk bantu perintah orang anggap dasar syarat syarat tentu salah satu surat terang lurah beasiswa bi djarum freepo beasiswa mahasiswa prestasi,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,22:23:05,dumpspey,@unnesmenfess nderr pliss bilang km smt 1-3 yaa jgn blng km smt atas bodoh bgt ajg kipk disamaain sma beasiswa djarum kipk adalah mengurangi kesenjangan sosial dalam hal akses pendidikan bagi siswa-siswa dari keluarga kurang mampu di seluruh Indonesia.....,unnesmenfess nderr please bilang smt 1 3 ya bilang smt bodoh anjing kipk disamaain beasiswa djarum kipk kurang senjang sosial akses didik siswa siswa keluarga indonesia,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,21:55:46,htuxwk,@unnesmenfess loh KIPK kok disandingin sama beasiswa djarum? Bukannya KIPK KHUSUS ORANG MISKIN YA?,unnesmenfess kipk disandingin beasiswa djarum kipk khusus orang miskin ya,Universitas Sumatera Utara,Negative,"3.56132175,98.6568033374916"
2024-01-11,21:51:26,adoresbubble,skincare 550/mo itu banyak lho that's me my whole life gk pke ip gk pernah beasiswa menurut aku kok kurang pantes aja klo menerima kipk : ) kipk itu buat orang2 yg bener kurang mampu gk si imo,skincare 550 that si me my whole life pakai ip beasiswa terima kipk kipk orang orang sih imo,,Positive,"<NA>,<NA>"
2024-01-11,19:19:44,cherryverse21,Sumpah sih orang mampu yang ngambil kipk apalagi sampe malsuin data apa ga malu ya? Padahal ada beasiswa lain yg emang peruntukannya buat semua orang dan duitnya dari swasta bukan kipk yg pake duit rakyat dan peruntukannya buat yg ga mampu ,sumpah sih orang ambil kipk malsuin data malu ya ada beasiswa untuk orang duit swasta kipk pakai duit rakyat untuk,Universitas Indonesia,Negative,"-6.36031565,106.827185590632"
2024-01-11,19:30:40,syaif38,@unnesmenfess Drama beasiswa Bidikmisi &gt;&lt; kipk nggak akan ada habisnya,unnesmenfess drama beasiswa bidikmisi lt kipk ada habis,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,21:09:15,PucciGhost,@abhatiadikara @unnesmenfess Bener sih pada dasarnya sama. KIPK/Bidikmisi termasuk dalam beasiswa untuk golongan ga mampu. Kalau beasiswa yg khusus mahasiswa berprestasi baru beda. Cakupannya bisa untuk yang mampu/yang tidak mampu asalkan berprestasi (baik IPK yg diatas 3 8/akademik/non akademik),abhatiadikara unnesmenfess sih dasar kipk bidikmisi beasiswa golong beasiswa khusus mahasiswa prestasi beda cakup prestasi indeks prestasi kumulatif 3 8 akademik non akademik,Universitas Sumatera Utara,Negative,"3.56132175,98.6568033374916"
2024-01-11,18:20:20,karamelswuit,@unnesmenfess Kipk sama beasiswa itu beda Kip itu bantuan (murni untuk yang kesusahan). Sedangkan beasiswa itu reward mau kaya ataupun miskin kalau pinter ya berhak dapet reward alias beasiswa,unnesmenfess kipk beasiswa beda kip bantu murni susah beasiswa reward miskin pintar ya hak reward alias beasiswa,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,18:16:13,thereal_inda,@unnesmenfess Sak Jane ora meh jengkel. Tapi di sawang sawang kok njengkeli. Padahal ya jelas anak KIPK yang Hedon Dari kalimat itu aja udah kelihatan. Definisi KIPK itu apa Definisi Hedon itu apa. Terus ya kok bandingin sama Beasiswa Prestasi. Gak masuk dong. ....,unnesmenfess sak jane meh jengkel sawang sawang njengkeli ya anak kipk boros kalimat definisi kipk definisi boros ya banding beasiswa prestasi masuk,Universitas Negeri Semarang ,Neutral,"-7.05007314999999,110.398577362955"
2024-01-11,18:11:22,cartipatootie,@unnesmenfess pada dasarnya kipk emg beasiswa jadi sama aja,unnesmenfess dasar kipk beasiswa,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,17:48:24,frsnnnn,@unnesmenfess KIPK AMA BEASISWA TU BEDA KONTEKS KIPK = beasiswa bantuan bagi yg TIDAK MAMPU kalo u bisa hedon dari hasil keras sendiri ya gausa daftar kipk anj,unnesmenfess kipk beasiswa beda konteks kipk beasiswa bantu boros hasil keras ya daftar kipk anjing,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,17:27:52,unnesmenfess,-ness another day another otak dangkal. udh typing jelek gabisa bedain beasiswa sama KIPK. jelas2 KIPK buat yg tidak mampu kl bisa hedon ya pasti bisa bayar UKT. dikira ni bocah dpt KIPK tuh pencapaian kali ya https://t.co/BIu422KR02,ness another day another otak dangkal etik jelek beda beasiswa kipk kipk boros ya bayar ukt nih bocah kipk capai kali ya,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,17:26:45,cherryverse21,@unnesmenfess Nder beasiswa yg kamu sebutin tuh ga sama kayak kipk :) Kipk peruntukannya buat orang miskin dan sumber dananya dari uang negara wajar kalo ga boleh hedon. Lah yg jarum dll itu mah mostly swasta dan peruntukannya buat yg berprestasi ga pake duit rakyat jadi ya mau hedon pun ,unnesmenfess nder beasiswa sebut kipk kipk untuk orang miskin sumber dana uang negara wajar boros jarum swasta untuk prestasi pakai duit rakyat ya boros,Universitas Indonesia,Positive,"-6.36031565,106.827185590632"
2024-01-11,17:22:07,Indanaadl,@unnesmenfess LO SMT BERAPA SIH DEKK? beasiswa BI jarum dll yg Lo sebutin tuh BUAT UMUM YA GACUMA YG GA MAMPU BISA PAKE PRESTASI KALO KIPK JELAS CUMA BUAT ORG TIDAK MAMPU. sorry to say tp emg opini jelek aja si Lo. ga Apple to Apple jga,unnesmenfess smt sih adik beasiswa bi jarum sebut ya pakai prestasi kipk orang maaf to sayang opini jelek sih apple to apple,Universitas Negeri Semarang ,Positive,"-7.05007314999999,110.398577362955"
2024-01-11,17:15:20,miloadict,@unnesmenfess idih sok iye lo nder wkwk. lu aja gabisa bedain antara kipk sama beasiswa wkwk,unnesmenfess idih sok iya nder wkwk beda kipk beasiswa wkwk,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,17:07:23,iSilentEyes,@unnesmenfess sok iye gabisa bedain kipk sama beasiswa,unnesmenfess sok iya beda kipk beasiswa,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,17:05:59,stuckinghim,@zerocokeroom @unnesmenfess kalo kipk itu bantuan pure buat yg kurang mampu kak sedangkan beasiswa yg disebutkan sender itu yg emg harus didapetin lewat prestasi mampu ga mampu kalo dia prestasinya bagus ya wajar dapet,zerocokeroom unnesmenfess kipk bantu pure kak beasiswa sender didapetin prestasi prestasi bagus ya wajar,Universitas Negeri Semarang ,Positive,"-7.05007314999999,110.398577362955"
2024-01-11,16:59:38,stuckinghim,@unnesmenfess WKWKWK LUCU LO NDER lu bisa bedain ga beasiswa sm bantuan? anak beasiswa gamau kali disamain sama anak kipk apalagi klo dpt nya krna malsuin data . NGAKAKK,unnesmenfess wkwk lucu nder beda beasiswa bantu anak beasiswa kali sama anak kipk nya malsuin data bahak,Universitas Indonesia,Positive,"-6.36031565,106.827185590632"
2024-01-11,16:43:05,unnesmenfess,awowkwowk malem² cape -ness ngetawain sender yang gabisa bedain kipk ama beasiswa HAHAHAHAHAHAHAHA,awowkwowk malam capai ness tertawa sender beda kipk beasiswa haha,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:27:30,bookfairyz,@unnesmenfess beasiswa di dpt dari usaha atau kemampuan diri sendiri seperti harus aktif organisasi atau mempertahankan nilai. kalau kipk dari pemerintah untuk mahasiswa yang KURANG MAMPU. udah jelas kan poinnya dimana?,unnesmenfess beasiswa usaha mampu sepe i aktif organisasi mempe ahankan nilai kipk perintah mahasiswa poin mana,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:19:11,RyanDayat138588,@unnesmenfess Iya nder iya serah lu dah minimal tau dulu bedanya KIPK(bantuan) sama Beasiswa (prestasi) konteksnya aja udh beda,unnesmenfess iya nder iya serah minimal beda kipk bantu beasiswa prestasi konteks beda,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:12:41,JidatnyaJoshua,Bedain beasiswa (prestasi) sama KIPK (bantuan) ya. Aku middle class daftar beasiswa selalu ditolak tapi untungnya aku ada freelance makeup. Pernah sekali ngejob dapet 1jt. Gaada tuh aku pake iPhone karena tau iPhone itu termasuk BARANG MEWAH yang harus nabung lama buat belinya.,beda beasiswa prestasi kipk bantu ya class daftar beasiswa tolak untung ada freelance makeup ngejob juta ada pakai iphone iphone barang mewah tabung beli,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-01-11,16:17:33,limyourbae,@unnesmenfess MEREKA YANG PANTES DAPET BANTUAN BUKAN ANAK MAMPU YG MEMISKINKAN DIRI. gitu aja lu gatau pantek dan untuk beasiswa selain kipk beasiswa swasta tuh emang pure prestasi dan semua kalangan bisa ikut. kalo kipk? harus anak ga mampu.,unnesmenfess bantu anak miskin pantek beasiswa kipk beasiswa swasta pure prestasi kalang kipk anak,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:18:15,PucciGhost,@unnesmenfess Kipk itu kan mirip dengan Bidikmisi kan? Kalau beasiswa lain kek punyaku dulu biasanya dapat dari hasil berprestasi ntah itu gol kaya/miskin. Kalau yg modelannya kek Bidikmisi aku ga rela kalau yg dapat masih tergolong mampu. Kalau untuk beasiswa berprestasi ya its oke lah,unnesmenfess kipk bidikmisi beasiswa punya hasil prestasi gol miskin model bidikmisi rela golong beasiswa prestasi ya oke,Universitas Negeri Yogyakarta,Neutral,"-7.77301315,110.383763340711"
2024-01-11,16:08:55,dreamygirlyyy,@unnesmenfess Jd jgn ngmongin tntg kerja keras deh mbak klo km nggk tau udh brp byk yg org2 lewatin buat bs survive tnp beasiswa yg hrsnya dia dpt. Saya &amp; mrka2 psti udh kerja keras &amp; melewati macem2 mbak. Gk ada slhnya ngeluh dkit krn KIPK yg gk tepat sasaran.,unnesmenfess ngmongin kerja keras deh mbak orang orang lewat survive beasiswa mrka2 kerja keras lewat mbak ada slhnya keluh dkit kipk sasar,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:04:26,gregantao,@unnesmenfess Pas sekolah gapernah dapet beasiswa. Ngeliat temenku pd dapet ada yg dimanfaatin tp ada jg yg hedon aku diem. Biar itu jd urusan mrk. Pas kuliah aku dapet kipk tp sentimennya selalu negatif. Kalian bisa bilang klo ga ngerasa ya diem. Tp yg kalian lakuin cenderung mukul rata sih,unnesmenfess pas sekolah beasiswa teman ada manfaat ada boros diam biar urus pas kuliah kipk sentimen negatif bilang ya diam laku cenderung mukul sih,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:01:23,niY_eaJ,@unnesmenfess bisa bedain KIPK sama beasiswa berprestasi ga?,unnesmenfess beda kipk beasiswa prestasi,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,16:00:46,bingungjggue,@unnesmenfess lah bedain mana kipk (bantuan) sama beasiswa (prestasi). lol aneh bgt,unnesmenfess beda kipk bantu beasiswa prestasi wkwk aneh,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
2024-01-11,14:01:08,markeulor,@unnesmenfess bjir beneran ada orang beasiswa kipk tapi nongkrongnya di marabunta?,unnesmenfess bjir benar ada orang beasiswa kipk nongkrongnya marabunta,Universitas Negeri Semarang ,Negative,"-7.05007314999999,110.398577362955"
